ID,alpha,beta,trial,Q1,Q2,Prob,Choice,Reward,Op1_p,Op2_p
2,0.1,1,21,0.5322894039100001,0.19,0.5847465391040991,1,1,0.7,0.3
2,0.1,1,22,0.5790604635190001,0.19,0.596056504571057,1,1,0.7,0.3
2,0.1,1,23,0.6211544171671001,0.19,0.6061492988729409,2,0,0.7,0.3
2,0.1,1,24,0.6211544171671001,0.17099999999999999,0.610675947386957,1,1,0.7,0.3
2,0.1,1,25,0.65903897545039,0.17099999999999999,0.6196443563879239,1,0,0.7,0.3
2,0.1,1,26,0.593135077905351,0.17099999999999999,0.6039940422041309,1,0,0.7,0.3
2,0.1,1,27,0.5338215701148159,0.17099999999999999,0.5897232846101091,1,0,0.7,0.3
2,0.1,1,28,0.4804394131033343,0.17099999999999999,0.5767484223352325,1,1,0.7,0.3
2,0.1,1,29,0.5323954717930008,0.17099999999999999,0.5893781964060484,1,1,0.7,0.3
2,0.1,1,30,0.5791559246137008,0.17099999999999999,0.6006456218467849,2,0,0.7,0.3
2,0.1,1,31,0.5791559246137008,0.15389999999999998,0.6047402598803232,2,0,0.7,0.3
2,0.1,1,32,0.5791559246137008,0.13851,0.6084129308848572,1,1,0.7,0.3
2,0.1,1,33,0.6212403321523308,0.13851,0.6183923953400582,1,1,0.7,0.3
2,0.1,1,34,0.6591162989370977,0.13851,0.6272895283499582,1,0,0.7,0.3
2,0.1,1,35,0.5932046690433879,0.13851,0.6117548520607744,2,0,0.7,0.3
2,0.1,1,36,0.5932046690433879,0.12465899999999999,0.6150394780467834,2,0,0.7,0.3
2,0.1,1,37,0.5932046690433879,0.11219309999999999,0.6179867135998791,2,0,0.7,0.3
2,0.1,1,38,0.5932046690433879,0.10097379,0.6206318294410624,2,0,0.7,0.3
2,0.1,1,39,0.5932046690433879,0.09087641099999999,0.623006324280936,2,0,0.7,0.3
2,0.1,1,40,0.5932046690433879,0.08178876989999999,0.62513833558055,2,0,0.7,0.3
2,0.1,1,41,0.5932046690433879,0.07360989290999999,0.6270530065392177,1,0,0.7,0.3
2,0.1,1,42,0.5338842021390491,0.07360989290999999,0.6130792478954764,1,1,0.7,0.3
2,0.1,1,43,0.5804957819251442,0.07360989290999999,0.6240761709075079,1,1,0.7,0.3
2,0.1,1,44,0.6224462037326297,0.07360989290999999,0.6338655641087096,1,1,0.7,0.3
2,0.1,1,45,0.6602015833593667,0.07360989290999999,0.6425827396667944,1,1,0.7,0.3
2,0.1,1,46,0.69418142502343,0.07360989290999999,0.6503485234675788,2,0,0.7,0.3
2,0.1,1,47,0.69418142502343,0.06624890361899999,0.6520205200224809,2,0,0.7,0.3
2,0.1,1,48,0.69418142502343,0.05962401325709999,0.6535221220322701,1,0,0.7,0.3
2,0.1,1,49,0.624763282521087,0.05962401325709999,0.6376408320987029,2,0,0.7,0.3
2,0.1,1,50,0.624763282521087,0.05366161193138999,0.6390173410076672,2,0,0.7,0.3
3,0.1,1.5,1,0,0,0.5,2,0,0.7,0.3
3,0.1,1.5,2,0,0,0.5,1,0,0.7,0.3
3,0.1,1.5,3,0,0,0.5,2,0,0.7,0.3
3,0.1,1.5,4,0,0,0.5,1,1,0.7,0.3
3,0.1,1.5,5,0.1,0,0.5374298453437496,2,1,0.7,0.3
3,0.1,1.5,6,0.1,0.1,0.5,1,1,0.7,0.3
3,0.1,1.5,7,0.19,0.1,0.5336988354329009,1,1,0.7,0.3
3,0.1,1.5,8,0.271,0.1,0.5637757204728034,1,1,0.7,0.3
3,0.1,1.5,9,0.34390000000000004,0.1,0.5904558128068967,1,1,0.7,0.3
3,0.1,1.5,10,0.40951000000000004,0.1,0.6140254637101455,2,0,0.7,0.3
3,0.1,1.5,11,0.40951000000000004,0.09,0.6175743002081862,1,1,0.7,0.3
3,0.1,1.5,12,0.46855900000000006,0.09,0.6382642708588148,1,1,0.7,0.3
3,0.1,1.5,13,0.5217031000000001,0.09,0.6564591972583818,2,0,0.7,0.3
3,0.1,1.5,14,0.5217031000000001,0.081,0.6594972611364555,1,1,0.7,0.3
3,0.1,1.5,15,0.5695327900000001,0.081,0.6754192336432856,1,0,0.7,0.3
3,0.1,1.5,16,0.5125795110000001,0.081,0.6564173882625894,1,1,0.7,0.3
3,0.1,1.5,17,0.5613215599000001,0.081,0.6727132227469204,1,1,0.7,0.3
3,0.1,1.5,18,0.6051894039100001,0.081,0.6870328997010492,1,0,0.7,0.3
3,0.1,1.5,19,0.5446704635190001,0.081,0.6671905748648443,2,1,0.7,0.3
3,0.1,1.5,20,0.5446704635190001,0.1729,0.6359099400822389,1,0,0.7,0.3
3,0.1,1.5,21,0.49020341716710003,0.1729,0.6167922827947465,2,0,0.7,0.3
3,0.1,1.5,22,0.49020341716710003,0.15561,0.6229034148484042,2,1,0.7,0.3
3,0.1,1.5,23,0.49020341716710003,0.240049,0.5927225161981045,1,0,0.7,0.3
3,0.1,1.5,24,0.44118307545039004,0.240049,0.5748583153115843,2,1,0.7,0.3
3,0.1,1.5,25,0.44118307545039004,0.31604410000000005,0.5467898118965959,2,0,0.7,0.3
3,0.1,1.5,26,0.44118307545039004,0.28443969,0.5585094882190376,2,1,0.7,0.3
3,0.1,1.5,27,0.44118307545039004,0.35599572100000004,0.5319018619479653,2,0,0.7,0.3
3,0.1,1.5,28,0.44118307545039004,0.3203961489,0.5451715968492606,1,1,0.7,0.3
3,0.1,1.5,29,0.49706476790535103,0.3203961489,0.5658657223179,1,0,0.7,0.3
3,0.1,1.5,30,0.44735829111481595,0.3203961489,0.547467425153033,1,0,0.7,0.3
3,0.1,1.5,31,0.40262246200333435,0.3203961489,0.5307958368494128,1,1,0.7,0.3
3,0.1,1.5,32,0.4623602158030009,0.3203961489,0.5530362610175593,1,1,0.7,0.3
3,0.1,1.5,33,0.5161241942227008,0.3203961489,0.5728753023355975,1,1,0.7,0.3
3,0.1,1.5,34,0.5645117748004308,0.3203961489,0.5905340237718119,1,1,0.7,0.3
3,0.1,1.5,35,0.6080605973203878,0.3203961489,0.6062310033468079,2,1,0.7,0.3
3,0.1,1.5,36,0.6080605973203878,0.38835653401000003,0.5816513639905369,1,0,0.7,0.3
3,0.1,1.5,37,0.547254537588349,0.38835653401000003,0.5593062546052707,1,1,0.7,0.3
3,0.1,1.5,38,0.5925290838295141,0.38835653401000003,0.5759718210083893,1,1,0.7,0.3
3,0.1,1.5,39,0.6332761754465627,0.38835653401000003,0.5908256126642323,2,0,0.7,0.3
3,0.1,1.5,40,0.6332761754465627,0.349520880609,0.6048303746510231,2,1,0.7,0.3
3,0.1,1.5,41,0.6332761754465627,0.4145687925481,0.5812875317112474,2,1,0.7,0.3
3,0.1,1.5,42,0.6332761754465627,0.47311191329329,0.559774368111759,2,0,0.7,0.3
3,0.1,1.5,43,0.6332761754465627,0.425800721963961,0.5771813570082774,1,1,0.7,0.3
3,0.1,1.5,44,0.6699485579019064,0.425800721963961,0.5905457064747913,2,0,0.7,0.3
3,0.1,1.5,45,0.6699485579019064,0.3832206497675649,0.6058956040639,2,0,0.7,0.3
3,0.1,1.5,46,0.6699485579019064,0.3448985847908084,0.6195349886523521,1,1,0.7,0.3
3,0.1,1.5,47,0.7029537021117158,0.3448985847908084,0.6311335132327788,1,1,0.7,0.3
3,0.1,1.5,48,0.7326583319005442,0.3448985847908084,0.6414445957009307,1,1,0.7,0.3
3,0.1,1.5,49,0.7593924987104897,0.3448985847908084,0.650614378862333,1,0,0.7,0.3
3,0.1,1.5,50,0.6834532488394408,0.3448985847908084,0.6242981063826081,1,0,0.7,0.3
4,0.1,2,1,0,0,0.5,1,0,0.7,0.3
4,0.1,2,2,0,0,0.5,1,1,0.7,0.3
4,0.1,2,3,0.1,0,0.549833997312478,1,1,0.7,0.3
4,0.1,2,4,0.19,0,0.5938731029341427,2,1,0.7,0.3
4,0.1,2,5,0.19,0.1,0.5448788923735801,1,1,0.7,0.3
4,0.1,2,6,0.271,0.1,0.5846762648954498,1,1,0.7,0.3
4,0.1,2,7,0.34390000000000004,0.1,0.6195880317942478,1,1,0.7,0.3
4,0.1,2,8,0.40951000000000004,0.1,0.6499956300749935,1,0,0.7,0.3
4,0.1,2,9,0.368559,0.1,0.6311417367675808,2,0,0.7,0.3
4,0.1,2,10,0.368559,0.09,0.635785439212011,2,0,0.7,0.3
4,0.1,2,11,0.368559,0.081,0.639943286260134,1,1,0.7,0.3
4,0.1,2,12,0.4317031,0.081,0.6684994710406852,2,0,0.7,0.3
4,0.1,2,13,0.4317031,0.0729,0.6720796683460035,1,0,0.7,0.3
4,0.1,2,14,0.38853279,0.0729,0.6527763732067754,1,1,0.7,0.3
4,0.1,2,15,0.44967951100000003,0.0729,0.6799536972168561,2,0,0.7,0.3
4,0.1,2,16,0.44967951100000003,0.06561,0.6831181894048478,2,1,0.7,0.3
4,0.1,2,17,0.44967951100000003,0.159049,0.6413575158346975,1,1,0.7,0.3
4,0.1,2,18,0.5047115599,0.159049,0.6662616413908445,1,0,0.7,0.3
4,0.1,2,19,0.45424040391000003,0.159049,0.643452974762745,1,1,0.7,0.3
4,0.1,2,20,0.5088163635190001,0.159049,0.6680846070917569,1,1,0.7,0.3
4,0.1,2,21,0.5579347271671,0.159049,0.6894975718903962,2,0,0.7,0.3
4,0.1,2,22,0.5579347271671,0.1431441,0.6962663809753225,1,0,0.7,0.3
4,0.1,2,23,0.50214125445039,0.1431441,0.672165197405349,2,1,0.7,0.3
4,0.1,2,24,0.50214125445039,0.22882969,0.6333517768150537,1,0,0.7,0.3
4,0.1,2,25,0.45192712900535104,0.22882969,0.6097341521591484,1,0,0.7,0.3
4,0.1,2,26,0.4067344161048159,0.22882969,0.5880256434454899,2,0,0.7,0.3
4,0.1,2,27,0.4067344161048159,0.205946721,0.5990661056232625,1,1,0.7,0.3
4,0.1,2,28,0.46606097449433437,0.205946721,0.6272011973370561,2,0,0.7,0.3
4,0.1,2,29,0.46606097449433437,0.1853520489,0.6367805401752334,2,1,0.7,0.3
4,0.1,2,30,0.46606097449433437,0.26681684401,0.598324394438999,1,1,0.7,0.3
4,0.1,2,31,0.5194548770449009,0.26681684401,0.6236984228582269,1,1,0.7,0.3
4,0.1,2,32,0.5675093893404108,0.26681684401,0.6459731291718048,2,0,0.7,0.3
4,0.1,2,33,0.5675093893404108,0.240135159609,0.6580797179606129,1,1,0.7,0.3
4,0.1,2,34,0.6107584504063698,0.240135159609,0.6772683891441132,2,0,0.7,0.3
4,0.1,2,35,0.6107584504063698,0.2161216436481,0.6876753400430984,1,1,0.7,0.3
4,0.1,2,36,0.6496826053657327,0.2161216436481,0.7041464774400608,2,1,0.7,0.3
4,0.1,2,37,0.6496826053657327,0.29450947928329,0.6704776643653003,2,0,0.7,0.3
4,0.1,2,38,0.6496826053657327,0.26505853135496105,0.6833582306183298,1,1,0.7,0.3
4,0.1,2,39,0.6847143448291595,0.26505853135496105,0.6983202168778498,1,1,0.7,0.3
4,0.1,2,40,0.7162429103462435,0.26505853135496105,0.7114360397740135,1,0,0.7,0.3
4,0.1,2,41,0.6446186193116192,0.26505853135496105,0.6811626839857939,1,1,0.7,0.3
4,0.1,2,42,0.6801567573804573,0.26505853135496105,0.6963964669745787,1,1,0.7,0.3
4,0.1,2,43,0.7121410816424116,0.26505853135496105,0.7097489546885969,1,1,0.7,0.3
4,0.1,2,44,0.7409269734781705,0.26505853135496105,0.7214643452894706,1,1,0.7,0.3
4,0.1,2,45,0.7668342761303535,0.26505853135496105,0.7317562705956234,2,0,0.7,0.3
4,0.1,2,46,0.7668342761303535,0.23855267821946494,0.7420332199442106,1,0,0.7,0.3
4,0.1,2,47,0.6901508485173181,0.23855267821946494,0.7116059084485095,1,1,0.7,0.3
4,0.1,2,48,0.7211357636655863,0.23855267821946494,0.7241549653992269,2,0,0.7,0.3
4,0.1,2,49,0.7211357636655863,0.21469741039751844,0.7335827478245979,1,1,0.7,0.3
4,0.1,2,50,0.7490221872990277,0.21469741039751844,0.7443400134826629,1,0,0.7,0.3
5,0.1,2.5,1,0,0,0.5,1,1,0.7,0.3
5,0.1,2.5,2,0.1,0,0.5621765008857981,2,0,0.7,0.3
5,0.1,2.5,3,0.1,0,0.5621765008857981,1,1,0.7,0.3
5,0.1,2.5,4,0.19,0,0.6165665045213193,1,1,0.7,0.3
5,0.1,2.5,5,0.271,0,0.6631804950993565,1,1,0.7,0.3
5,0.1,2.5,6,0.34390000000000004,0,0.7026084195337232,2,0,0.7,0.3
5,0.1,2.5,7,0.34390000000000004,0,0.7026084195337232,1,1,0.7,0.3
5,0.1,2.5,8,0.40951000000000004,0,0.7357072711619849,2,0,0.7,0.3
5,0.1,2.5,9,0.40951000000000004,0,0.7357072711619849,1,1,0.7,0.3
5,0.1,2.5,10,0.46855900000000006,0,0.763397527519995,2,0,0.7,0.3
5,0.1,2.5,11,0.46855900000000006,0,0.763397527519995,1,1,0.7,0.3
5,0.1,2.5,12,0.5217031000000001,0,0.786550683296994,1,0,0.7,0.3
5,0.1,2.5,13,0.4695327900000001,0,0.7638369646371994,1,0,0.7,0.3
5,0.1,2.5,14,0.4225795110000001,0,0.7420113173916345,1,0,0.7,0.3
5,0.1,2.5,15,0.38032155990000005,0,0.7212768200152424,1,1,0.7,0.3
5,0.1,2.5,16,0.44228940391000005,0,0.7513309821215864,1,0,0.7,0.3
5,0.1,2.5,17,0.39806046351900004,0,0.7301041711711362,1,1,0.7,0.3
5,0.1,2.5,18,0.4582544171671,0,0.7587129199048684,1,1,0.7,0.3
5,0.1,2.5,19,0.51242897545039,0,0.7826322739058567,1,0,0.7,0.3
5,0.1,2.5,20,0.461186077905351,0,0.760052105041463,2,0,0.7,0.3
5,0.1,2.5,21,0.461186077905351,0,0.760052105041463,1,1,0.7,0.3
5,0.1,2.5,22,0.5150674701148159,0,0.7837523268891157,1,1,0.7,0.3
5,0.1,2.5,23,0.5635607231033343,0,0.8035926721037048,1,0,0.7,0.3
5,0.1,2.5,24,0.5072046507930008,0,0.7804021812414431,1,1,0.7,0.3
5,0.1,2.5,25,0.5564841857137007,0,0.8007854165678024,1,1,0.7,0.3
5,0.1,2.5,26,0.6008357671423307,0,0.8178858986973468,1,0,0.7,0.3
5,0.1,2.5,27,0.5407521904280976,0,0.7944368929830815,1,0,0.7,0.3
5,0.1,2.5,28,0.48667697138528787,0,0.77148095454589,1,1,0.7,0.3
5,0.1,2.5,29,0.538009274246759,0,0.7933147888513498,1,1,0.7,0.3
5,0.1,2.5,30,0.5842083468220831,0,0.8116123271173806,1,0,0.7,0.3
5,0.1,2.5,31,0.5257875121398748,0,0.7882599837416263,2,0,0.7,0.3
5,0.1,2.5,32,0.5257875121398748,0,0.7882599837416263,1,1,0.7,0.3
5,0.1,2.5,33,0.5732087609258874,0,0.8073717265191944,1,1,0.7,0.3
5,0.1,2.5,34,0.6158878848332986,0,0.8234239759120315,2,1,0.7,0.3
5,0.1,2.5,35,0.6158878848332986,0.1,0.7840997437612348,1,1,0.7,0.3
5,0.1,2.5,36,0.6542990963499687,0.1,0.7999125264185339,1,1,0.7,0.3
5,0.1,2.5,37,0.6888691867149719,0.1,0.8133874416229688,1,0,0.7,0.3
5,0.1,2.5,38,0.6199822680434747,0.1,0.785827522299908,1,1,0.7,0.3
5,0.1,2.5,39,0.6579840412391272,0.1,0.8013829148672783,1,1,0.7,0.3
5,0.1,2.5,40,0.6921856371152145,0.1,0.8146426689470424,2,1,0.7,0.3
5,0.1,2.5,41,0.6921856371152145,0.19,0.7782442884542925,2,1,0.7,0.3
5,0.1,2.5,42,0.6921856371152145,0.271,0.7413436800122001,1,1,0.7,0.3
5,0.1,2.5,43,0.722967073403693,0.271,0.7558237075580932,1,1,0.7,0.3
5,0.1,2.5,44,0.7506703660633237,0.271,0.7683781509474507,1,0,0.7,0.3
5,0.1,2.5,45,0.6756033294569913,0.271,0.7333152268373577,1,1,0.7,0.3
5,0.1,2.5,46,0.7080429965112922,0.271,0.7488724111419158,1,0,0.7,0.3
5,0.1,2.5,47,0.637238696860163,0.271,0.7141440626702258,1,1,0.7,0.3
5,0.1,2.5,48,0.6735148271741467,0.271,0.7322928940788683,1,1,0.7,0.3
5,0.1,2.5,49,0.706163344456732,0.271,0.7479876477843318,1,1,0.7,0.3
5,0.1,2.5,50,0.7355470100110588,0.271,0.761581112457374,2,0,0.7,0.3
6,0.3,0.5,1,0,0,0.5,2,1,0.7,0.3
6,0.3,0.5,2,0,0.3,0.46257015465625045,2,0,0.7,0.3
6,0.3,0.5,3,0,0.21,0.4737740906279313,1,1,0.7,0.3
6,0.3,0.5,4,0.3,0.21,0.5112481019468548,2,1,0.7,0.3
6,0.3,0.5,5,0.3,0.44699999999999995,0.4816332677289074,1,0,0.7,0.3
6,0.3,0.5,6,0.21,0.44699999999999995,0.47040961819376687,2,1,0.7,0.3
6,0.3,0.5,7,0.21,0.6129,0.44980712965188036,1,0,0.7,0.3
6,0.3,0.5,8,0.147,0.6129,0.4420244369101724,2,0,0.7,0.3
6,0.3,0.5,9,0.147,0.42903,0.4648045531435212,1,0,0.7,0.3
6,0.3,0.5,10,0.10289999999999999,0.42903,0.45932384232578055,1,1,0.7,0.3
6,0.3,0.5,11,0.37202999999999997,0.42903,0.49287548223426797,2,0,0.7,0.3
6,0.3,0.5,12,0.37202999999999997,0.30032100000000006,0.508962664861361,2,1,0.7,0.3
6,0.3,0.5,13,0.37202999999999997,0.5102247,0.4827325321662334,2,0,0.7,0.3
6,0.3,0.5,14,0.37202999999999997,0.35715728999999996,0.5018590801828434,1,1,0.7,0.3
6,0.3,0.5,15,0.560421,0.35715728999999996,0.5253861163393044,1,0,0.7,0.3
6,0.3,0.5,16,0.3922947,0.35715728999999996,0.5043920632796147,2,1,0.7,0.3
6,0.3,0.5,17,0.3922947,0.550010103,0.48029578451643157,1,1,0.7,0.3
6,0.3,0.5,18,0.57460629,0.550010103,0.5030744846255479,2,0,0.7,0.3
6,0.3,0.5,19,0.57460629,0.38500707209999996,0.5236821689897867,2,0,0.7,0.3
6,0.3,0.5,20,0.57460629,0.26950495047,0.5380638784380595,1,0,0.7,0.3
6,0.3,0.5,21,0.40222440299999995,0.26950495047,0.5165838462757298,2,0,0.7,0.3
6,0.3,0.5,22,0.40222440299999995,0.18865346532900001,0.5266710275773226,1,1,0.7,0.3
6,0.3,0.5,23,0.5815570821,0.18865346532900001,0.5489556066887533,2,1,0.7,0.3
6,0.3,0.5,24,0.5815570821,0.43205742573030004,0.5186787605008902,1,1,0.7,0.3
6,0.3,0.5,25,0.70708995747,0.43205742573030004,0.5343249909744975,1,1,0.7,0.3
6,0.3,0.5,26,0.794962970229,0.43205742573030004,0.5452391358347626,1,1,0.7,0.3
6,0.3,0.5,27,0.8564740791602999,0.43205742573030004,0.5528538857227183,1,1,0.7,0.3
6,0.3,0.5,28,0.8995318554122099,0.43205742573030004,0.5581697119695442,1,1,0.7,0.3
6,0.3,0.5,29,0.929672298788547,0.43205742573030004,0.5618829486378486,1,0,0.7,0.3
6,0.3,0.5,30,0.6507706091519829,0.43205742573030004,0.5273119350410967,2,1,0.7,0.3
6,0.3,0.5,31,0.6507706091519829,0.60244019801121,0.5060410074213295,2,0,0.7,0.3
6,0.3,0.5,32,0.6507706091519829,0.42170813860784695,0.5286015508100423,1,1,0.7,0.3
6,0.3,0.5,33,0.755539426406388,0.42170813860784695,0.5416322966260372,1,0,0.7,0.3
6,0.3,0.5,34,0.5288775984844716,0.42170813860784695,0.5133929780071286,2,0,0.7,0.3
6,0.3,0.5,35,0.5288775984844716,0.29519569702549286,0.5291770519403667,2,0,0.7,0.3
6,0.3,0.5,36,0.5288775984844716,0.20663698791784502,0.5401931635353806,1,0,0.7,0.3
6,0.3,0.5,37,0.37021431893913015,0.20663698791784502,0.5204357757485195,2,0,0.7,0.3
6,0.3,0.5,38,0.37021431893913015,0.14464589154249152,0.5281662029228172,1,0,0.7,0.3
6,0.3,0.5,39,0.2591500232573911,0.14464589154249152,0.5143091081461175,1,0,0.7,0.3
6,0.3,0.5,40,0.1814050162801738,0.14464589154249152,0.5045947612472265,2,0,0.7,0.3
6,0.3,0.5,41,0.1814050162801738,0.10125212407974407,0.5100177707478357,2,1,0.7,0.3
6,0.3,0.5,42,0.1814050162801738,0.37087648685582086,0.47633376362662055,2,0,0.7,0.3
6,0.3,0.5,43,0.1814050162801738,0.2596135407990746,0.4902251799951256,1,0,0.7,0.3
6,0.3,0.5,44,0.12698351139612166,0.2596135407990746,0.48342731932667715,2,0,0.7,0.3
6,0.3,0.5,45,0.12698351139612166,0.18172947855935223,0.49315718136498743,2,0,0.7,0.3
6,0.3,0.5,46,0.12698351139612166,0.12721063499154656,0.4999716095506024,2,1,0.7,0.3
6,0.3,0.5,47,0.12698351139612166,0.3890474444940826,0.46728879755392927,1,1,0.7,0.3
6,0.3,0.5,48,0.3888884579772851,0.3890474444940826,0.4999801266854108,2,1,0.7,0.3
6,0.3,0.5,49,0.3888884579772851,0.5723332111458578,0.4770854685871092,2,1,0.7,0.3
6,0.3,0.5,50,0.3888884579772851,0.7006332478021005,0.4611106081210436,2,0,0.7,0.3
7,0.3,1,1,0,0,0.5,1,0,0.7,0.3
7,0.3,1,2,0,0,0.5,1,1,0.7,0.3
7,0.3,1,3,0.3,0,0.574442516811659,1,1,0.7,0.3
7,0.3,1,4,0.51,0,0.6248064744684293,1,1,0.7,0.3
